"Date","Open","High","Low","Close","Adj Close","Volume","Symbol","MA50","MA100","MA200"
"2022-09-16 00:00:00.000000",1171.530029296875,1174.510009765625,1166.2099609375,1172.6199951171875,1172.6199951171875,294512587,TX60.TS,1172.6199951171875,1172.6199951171875,1172.6199951171875
"2000-01-03 00:00:00.000000",11501.849609375,11522.009765625,11305.6904296875,11357.509765625,11357.509765625,169750000,^DJI,11357.509765625,11357.509765625,11357.509765625
"2000-01-04 00:00:00.000000",11349.75,11350.0595703125,10986.4501953125,10997.9296875,10997.9296875,178420000,^DJI,11177.7197265625,11177.7197265625,11177.7197265625
"2000-01-05 00:00:00.000000",10989.3701171875,11215.099609375,10938.669921875,11122.650390625,11122.650390625,203190000,^DJI,11159.36328125,11159.36328125,11159.36328125
"2000-01-06 00:00:00.000000",11113.3701171875,11313.4501953125,11098.4501953125,11253.259765625,11253.259765625,176550000,^DJI,11182.83740234375,11182.83740234375,11182.83740234375
"2000-01-07 00:00:00.000000",11247.0595703125,11528.1396484375,11239.919921875,11522.5595703125,11522.5595703125,184900000,^DJI,11250.7818359375,11250.7818359375,11250.7818359375
"2000-01-10 00:00:00.000000",11532.48046875,11638.2802734375,11532.48046875,11572.2001953125,11572.2001953125,168180000,^DJI,11304.3515625,11304.3515625,11304.3515625
"2000-01-11 00:00:00.000000",11568.4697265625,11663.099609375,11502.7001953125,11511.080078125,11511.080078125,177300000,^DJI,11333.884207589286,11333.884207589286,11333.884207589286
"2000-01-12 00:00:00.000000",11506.73046875,11612.5302734375,11505.1796875,11551.099609375,11551.099609375,194060000,^DJI,11361.0361328125,11361.0361328125,11361.0361328125
"2000-01-13 00:00:00.000000",11558.240234375,11656.580078125,11524.1103515625,11582.4296875,11582.4296875,174910000,^DJI,11385.635416666666,11385.635416666666,11385.635416666666
"2000-01-14 00:00:00.000000",11619.349609375,11750.2802734375,11612.5302734375,11722.98046875,11722.98046875,266830000,^DJI,11419.369921875,11419.369921875,11419.369921875
"2000-01-18 00:00:00.000000",11719.1904296875,11720.1201171875,11546.4501953125,11560.7197265625,11560.7197265625,200220000,^DJI,11432.219904119318,11432.219904119318,11432.219904119318
"2000-01-19 00:00:00.000000",11535.240234375,11574.6796875,11456.009765625,11489.3603515625,11489.3603515625,193090000,^DJI,11436.981608072916,11436.981608072916,11436.981608072916
"2000-01-20 00:00:00.000000",11490.2900390625,11558.7001953125,11274.98046875,11351.2998046875,11351.2998046875,191230000,^DJI,11430.390700120191,11430.390700120191,11430.390700120191
"2000-01-21 00:00:00.000000",11356.259765625,11387.599609375,11232.48046875,11251.7099609375,11251.7099609375,205840000,^DJI,11417.62779017857,11417.62779017857,11417.62779017857
"2000-01-24 00:00:00.000000",11251.9404296875,11366.5,10917.26953125,11008.169921875,11008.169921875,202740000,^DJI,11390.330598958333,11390.330598958333,11390.330598958333
"2000-01-25 00:00:00.000000",11010.9599609375,11079.51953125,10883.4501953125,11029.8896484375,11029.8896484375,209230000,^DJI,11367.803039550781,11367.803039550781,11367.803039550781
"2000-01-26 00:00:00.000000",11025.849609375,11131.0302734375,11002.580078125,11032.990234375,11032.990234375,188840000,^DJI,11348.108168658087,11348.108168658087,11348.108168658087
"2000-01-27 00:00:00.000000",11035.5498046875,11164.1396484375,10915.400390625,11028.01953125,11028.01953125,194280000,^DJI,11330.325466579861,11330.325466579861,11330.325466579861
"2000-01-28 00:00:00.000000",11024.919921875,11024.919921875,10735.76953125,10738.8701171875,10738.8701171875,183090000,^DJI,11299.196237664473,11299.196237664473,11299.196237664473
"2000-01-31 00:00:00.000000",10735.76953125,10956.669921875,10701.6396484375,10940.5302734375,10940.5302734375,191880000,^DJI,11281.262939453125,11281.262939453125,11281.262939453125
"2000-02-01 00:00:00.000000",10937.740234375,11073.3203125,10907.9599609375,11041.0498046875,11041.0498046875,183110000,^DJI,11269.82421875,11269.82421875,11269.82421875
"2000-02-02 00:00:00.000000",11037.6396484375,11118.9296875,10987.0703125,11003.2001953125,11003.2001953125,164170000,^DJI,11257.704944957386,11257.704944957386,11257.704944957386
"2000-02-03 00:00:00.000000",11010.48046875,11079.51953125,10842.259765625,11013.4404296875,11013.4404296875,178630000,^DJI,11247.084748641304,11247.084748641304,11247.084748641304
"2000-02-04 00:00:00.000000",11014.3701171875,11089.4501953125,10943.01953125,10963.7998046875,10963.7998046875,166590000,^DJI,11235.281209309896,11235.281209309896,11235.281209309896
"2000-02-07 00:00:00.000000",10965.9697265625,10970.9404296875,10846.2197265625,10905.7900390625,10905.7900390625,145660000,^DJI,11222.1015625,11222.1015625,11222.1015625
"2000-02-08 00:00:00.000000",10904.259765625,11023.0595703125,10904.259765625,10957.599609375,10957.599609375,168890000,^DJI,11211.92841045673,11211.92841045673,11211.92841045673
"2000-02-09 00:00:00.000000",10948.8203125,10948.8203125,10698.849609375,10699.16015625,10699.16015625,168550000,^DJI,11192.93699363426,11192.93699363426,11192.93699363426
"2000-02-10 00:00:00.000000",10697.919921875,10738.25,10606.400390625,10643.6298828125,10643.6298828125,156390000,^DJI,11173.318882533482,11173.318882533482,11173.318882533482
"2000-02-11 00:00:00.000000",10638.6396484375,10638.6396484375,10356.9599609375,10425.2099609375,10425.2099609375,193540000,^DJI,11147.522023168103,11147.522023168103,11147.522023168103
"2000-02-14 00:00:00.000000",10431.650390625,10549.0,10430.7998046875,10519.83984375,10519.83984375,167240000,^DJI,11126.599283854166,11126.599283854166,11126.599283854166
"2000-02-15 00:00:00.000000",10520.150390625,10763.0703125,10494.48046875,10718.08984375,10718.08984375,183320000,^DJI,11113.421559979839,11113.421559979839,11113.421559979839
"2000-02-16 00:00:00.000000",10711.8203125,10741.669921875,10561.41015625,10561.41015625,10561.41015625,163280000,^DJI,11096.171203613281,11096.171203613281,11096.171203613281
"2000-02-17 00:00:00.000000",10565.759765625,10671.8603515625,10454.6103515625,10514.5703125,10514.5703125,195830000,^DJI,11078.546934185606,11078.546934185606,11078.546934185606
"2000-02-18 00:00:00.000000",10514.5703125,10517.75,10199.98046875,10219.51953125,10219.51953125,208930000,^DJI,11053.28142233456,11053.28142233456,11053.28142233456
"2000-02-22 00:00:00.000000",10219.830078125,10336.7900390625,10103.7998046875,10304.83984375,10304.83984375,194340000,^DJI,11031.897377232142,11031.897377232142,11031.897377232142
