"Date","Open","High","Low","Close","Adj Close","Volume","Symbol"
"2022-09-08 00:00:00.000000",1160.739990234375,1174.3199462890625,1158.530029296875,1174.0400390625,1174.0400390625,125413489,TX60.TS
"2022-09-08 00:00:00.000000",31481.94921875,31783.369140625,31321.5,31774.51953125,31774.51953125,344340000,^DJI
"2022-09-08 00:00:00.000000",3959.93994140625,4010.5,3944.81005859375,4006.179931640625,4006.179931640625,0,^GSPC
"2022-09-08 00:00:00.000000",11679.8603515625,11896.73046875,11660.5302734375,11862.1298828125,11862.1298828125,367660000,^IXIC
"2022-09-07 00:00:00.000000",31145.630859375,31644.33984375,31095.2109375,31581.279296875,31581.279296875,345080000,^DJI
"2022-09-07 00:00:00.000000",3909.429931640625,3987.889892578125,3906.030029296875,3979.8701171875,3979.8701171875,0,^GSPC
"2022-09-07 00:00:00.000000",11559.3798828125,11819.0703125,11555.080078125,11791.900390625,11791.900390625,381080000,^IXIC
"2022-09-06 00:00:00.000000",31343.7890625,31463.890625,31048.4609375,31145.30078125,31145.30078125,347320000,^DJI
"2022-09-06 00:00:00.000000",3930.889892578125,3942.550048828125,3886.75,3908.18994140625,3908.18994140625,0,^GSPC
"2022-09-06 00:00:00.000000",11643.0302734375,11679.4296875,11471.5,11544.91015625,11544.91015625,393010000,^IXIC
"2022-09-02 00:00:00.000000",31848.5,32026.900390625,31182.08984375,31318.439453125,31318.439453125,306180000,^DJI
"2022-09-02 00:00:00.000000",3994.659912109375,4018.429931640625,3906.2099609375,3924.260009765625,3924.260009765625,4134920000,^GSPC
"2022-09-02 00:00:00.000000",11899.1396484375,11945.91015625,11573.509765625,11630.8603515625,11630.8603515625,354600000,^IXIC
"2022-09-01 00:00:00.000000",31454.580078125,31677.509765625,31219.75,31656.419921875,31656.419921875,339360000,^DJI
"2022-09-01 00:00:00.000000",3936.72998046875,3970.22998046875,3903.64990234375,3966.85009765625,3966.85009765625,3754570000,^GSPC
"2022-09-01 00:00:00.000000",11707.4404296875,11798.3701171875,11546.51953125,11785.1298828125,11785.1298828125,405310000,^IXIC
"2022-08-31 00:00:00.000000",31827.150390625,31966.0390625,31509.58984375,31510.4296875,31510.4296875,392780000,^DJI
"2022-08-31 00:00:00.000000",4000.669921875,4015.3701171875,3954.530029296875,3955.0,3955.0,3797860000,^GSPC
"2022-08-31 00:00:00.000000",11972.5595703125,12027.4296875,11814.169921875,11816.2001953125,11816.2001953125,4911500000,^IXIC
"2022-08-30 00:00:00.000000",32163.83984375,32205.66015625,31647.220703125,31790.869140625,31790.869140625,317150000,^DJI
"2022-08-30 00:00:00.000000",4041.25,4044.97998046875,3965.2099609375,3986.159912109375,3986.159912109375,3190580000,^GSPC
"2022-08-30 00:00:00.000000",12093.0595703125,12101.849609375,11790.01953125,11883.1396484375,11883.1396484375,4630720000,^IXIC
"2022-08-29 00:00:00.000000",32188.0,32325.16015625,31972.7890625,32098.990234375,32098.990234375,317820000,^DJI
"2022-08-29 00:00:00.000000",4034.580078125,4062.989990234375,4017.419921875,4030.610107421875,4030.610107421875,2963020000,^GSPC
"2022-08-29 00:00:00.000000",12021.0498046875,12124.8701171875,11981.419921875,12017.669921875,12017.669921875,4183740000,^IXIC
"2022-08-26 00:00:00.000000",33293.4296875,33364.69921875,32278.220703125,32283.400390625,32283.400390625,352850000,^DJI
"2022-08-26 00:00:00.000000",4198.740234375,4203.0400390625,4057.659912109375,4057.659912109375,4057.659912109375,3175260000,^GSPC
"2022-08-26 00:00:00.000000",12630.580078125,12655.83984375,12141.51953125,12141.7099609375,12141.7099609375,4510480000,^IXIC
"2022-08-25 00:00:00.000000",33029.26953125,33306.08984375,32889.8515625,33291.78125,33291.78125,308530000,^DJI
"2022-08-25 00:00:00.000000",4153.259765625,4200.5400390625,4147.58984375,4199.1201171875,4199.1201171875,2976050000,^GSPC
"2022-08-25 00:00:00.000000",12506.3701171875,12641.259765625,12471.98046875,12639.26953125,12639.26953125,4290090000,^IXIC
"2022-08-24 00:00:00.000000",32899.01171875,33095.5,32828.55859375,32969.23046875,32969.23046875,256900000,^DJI
"2022-08-24 00:00:00.000000",4126.5498046875,4156.56005859375,4119.97021484375,4140.77001953125,4140.77001953125,3056910000,^GSPC
"2022-08-24 00:00:00.000000",12375.150390625,12504.330078125,12350.16015625,12431.5302734375,12431.5302734375,3896570000,^IXIC
"2022-08-23 00:00:00.000000",33033.51953125,33138.26171875,32858.890625,32909.58984375,32909.58984375,251870000,^DJI
"2022-08-23 00:00:00.000000",4133.08984375,4159.77001953125,4124.02978515625,4128.72998046875,4128.72998046875,3117800000,^GSPC
"2022-08-23 00:00:00.000000",12380.3701171875,12490.849609375,12352.0302734375,12381.2998046875,12381.2998046875,3815730000,^IXIC
"2022-08-22 00:00:00.000000",33586.58984375,33586.58984375,33007.62890625,33063.609375,33063.609375,308900000,^DJI
"2022-08-22 00:00:00.000000",4195.080078125,4195.080078125,4129.85986328125,4137.990234375,4137.990234375,3365220000,^GSPC
"2022-08-22 00:00:00.000000",12523.16015625,12538.5498046875,12353.73046875,12381.5703125,12381.5703125,4242600000,^IXIC
"2022-08-19 00:00:00.000000",33904.69140625,33904.69140625,33627.08984375,33706.73828125,33706.73828125,293990000,^DJI
"2022-08-19 00:00:00.000000",4266.31005859375,4266.31005859375,4218.7001953125,4228.47998046875,4228.47998046875,3210680000,^GSPC
"2022-08-19 00:00:00.000000",12832.26953125,12859.009765625,12674.8701171875,12705.2197265625,12705.2197265625,4591500000,^IXIC
"2022-08-18 00:00:00.000000",33981.859375,34043.828125,33844.4609375,33999.0390625,33999.0390625,282550000,^DJI
"2022-08-18 00:00:00.000000",4273.1298828125,4292.52978515625,4261.97998046875,4283.740234375,4283.740234375,2871990000,^GSPC
"2022-08-18 00:00:00.000000",12937.7900390625,13002.66015625,12873.490234375,12965.33984375,12965.33984375,4663920000,^IXIC
"2022-08-17 00:00:00.000000",34029.55078125,34161.01171875,33828.41015625,33980.3203125,33980.3203125,281390000,^DJI
"2022-08-17 00:00:00.000000",4280.39990234375,4302.18017578125,4253.080078125,4274.0400390625,4274.0400390625,3293430000,^GSPC
"2022-08-17 00:00:00.000000",12968.6298828125,13053.509765625,12863.009765625,12938.1201171875,12938.1201171875,5166110000,^IXIC
"2022-08-16 00:00:00.000000",33924.3515625,34281.359375,33852.5703125,34152.01171875,34152.01171875,288670000,^DJI
"2022-08-16 00:00:00.000000",4290.4599609375,4325.27978515625,4277.77001953125,4305.2001953125,4305.2001953125,3792010000,^GSPC
"2022-08-16 00:00:00.000000",13082.6396484375,13181.08984375,12979.240234375,13102.5498046875,13102.5498046875,4992400000,^IXIC
"2022-08-15 00:00:00.000000",33710.69921875,33954.7109375,33582.9609375,33912.44140625,33912.44140625,262670000,^DJI
"2022-08-15 00:00:00.000000",4269.3701171875,4301.7900390625,4256.89990234375,4297.14013671875,4297.14013671875,3087740000,^GSPC
"2022-08-15 00:00:00.000000",12996.6298828125,13146.0595703125,12993.7802734375,13128.0498046875,13128.0498046875,4445180000,^IXIC
"2022-08-12 00:00:00.000000",33430.71875,33767.08984375,33398.3203125,33761.05078125,33761.05078125,299140000,^DJI
"2022-08-12 00:00:00.000000",4225.02001953125,4280.47021484375,4219.77978515625,4280.14990234375,4280.14990234375,3252290000,^GSPC
"2022-08-12 00:00:00.000000",12866.3095703125,13047.1904296875,12821.2197265625,13047.1904296875,13047.1904296875,4755980000,^IXIC
"2022-08-11 00:00:00.000000",33451.51171875,33651.80078125,33289.828125,33336.671875,33336.671875,308030000,^DJI
"2022-08-11 00:00:00.000000",4227.39990234375,4257.91015625,4201.41015625,4207.27001953125,4207.27001953125,3925060000,^GSPC
"2022-08-11 00:00:00.000000",12944.8203125,13026.240234375,12760.08984375,12779.91015625,12779.91015625,5785100000,^IXIC
"2022-08-10 00:00:00.000000",33130.62890625,33364.41015625,33130.62890625,33309.51171875,33309.51171875,311740000,^DJI
"2022-08-10 00:00:00.000000",4181.02001953125,4211.02978515625,4177.259765625,4210.240234375,4210.240234375,3998590000,^GSPC
"2022-08-10 00:00:00.000000",12793.4404296875,12861.4404296875,12698.6103515625,12854.7998046875,12854.7998046875,5135480000,^IXIC
"2022-08-09 00:00:00.000000",32807.359375,32877.53125,32702.66015625,32774.41015625,32774.41015625,281080000,^DJI
"2022-08-09 00:00:00.000000",4133.10986328125,4137.2998046875,4112.08984375,4122.47021484375,4122.47021484375,3337150000,^GSPC
"2022-08-09 00:00:00.000000",12557.490234375,12582.91015625,12438.8603515625,12493.9296875,12493.9296875,5271940000,^IXIC
"2022-08-08 00:00:00.000000",32877.359375,33109.9609375,32769.1015625,32832.5390625,32832.5390625,275350000,^DJI
"2022-08-08 00:00:00.000000",4155.93017578125,4186.6201171875,4128.97021484375,4140.06005859375,4140.06005859375,3604650000,^GSPC
"2022-08-08 00:00:00.000000",12703.7197265625,12855.150390625,12597.75,12644.4599609375,12644.4599609375,5190590000,^IXIC
"2022-08-05 00:00:00.000000",32593.900390625,32814.609375,32489.619140625,32803.46875,32803.46875,273010000,^DJI
"2022-08-05 00:00:00.000000",4115.8701171875,4151.580078125,4107.31005859375,4145.18994140625,4145.18994140625,3540260000,^GSPC
"2022-08-05 00:00:00.000000",12538.7998046875,12720.4404296875,12525.76953125,12657.5498046875,12657.5498046875,4888110000,^IXIC
"2022-08-04 00:00:00.000000",32805.69140625,32829.21875,32652.630859375,32726.8203125,32726.8203125,315590000,^DJI
"2022-08-04 00:00:00.000000",4154.85009765625,4161.2900390625,4135.419921875,4151.93994140625,4151.93994140625,3565810000,^GSPC
"2022-08-04 00:00:00.000000",12675.0400390625,12736.1904296875,12600.7802734375,12720.580078125,12720.580078125,5408540000,^IXIC
"2022-08-03 00:00:00.000000",32514.2109375,32912.73828125,32514.2109375,32812.5,32812.5,342160000,^DJI
"2022-08-03 00:00:00.000000",4107.9599609375,4167.66015625,4107.9599609375,4155.169921875,4155.169921875,3544410000,^GSPC
"2022-08-03 00:00:00.000000",12433.8701171875,12699.6396484375,12425.2099609375,12668.16015625,12668.16015625,5628590000,^IXIC
"2022-08-02 00:00:00.000000",32691.2890625,32772.9296875,32387.119140625,32396.169921875,32396.169921875,316740000,^DJI
"2022-08-02 00:00:00.000000",4104.2099609375,4140.47021484375,4079.81005859375,4091.18994140625,4091.18994140625,3880790000,^GSPC
"2022-08-02 00:00:00.000000",12287.669921875,12503.33984375,12260.48046875,12348.759765625,12348.759765625,4742630000,^IXIC
"2022-08-01 00:00:00.000000",32755.7109375,32972.03125,32640.7890625,32798.3984375,32798.3984375,321180000,^DJI
"2022-08-01 00:00:00.000000",4112.3798828125,4144.9501953125,4096.02001953125,4118.6298828125,4118.6298828125,3540960000,^GSPC
"2022-08-01 00:00:00.000000",12317.9599609375,12499.7197265625,12271.98046875,12368.98046875,12368.98046875,4373610000,^IXIC
"2022-07-29 00:00:00.000000",32515.619140625,32910.1796875,32493.01953125,32845.12890625,32845.12890625,487360000,^DJI
"2022-07-29 00:00:00.000000",4087.330078125,4140.14990234375,4079.219970703125,4130.2900390625,4130.2900390625,3817740000,^GSPC
"2022-07-29 00:00:00.000000",12239.6904296875,12426.259765625,12181.1298828125,12390.6904296875,12390.6904296875,4893090000,^IXIC
"2022-07-28 00:00:00.000000",32197.619140625,32609.5390625,31982.609375,32529.630859375,32529.630859375,331110000,^DJI
"2022-07-28 00:00:00.000000",4026.1298828125,4078.949951171875,3992.969970703125,4072.429931640625,4072.429931640625,3882850000,^GSPC
